:START_ID(Book),:END_ID(Author)
10883,Cassius Dio Cocceianus
10884,"Smiles, Samuel"
10885,"Hunt, Leigh"
10886,"Brand, Max"
10888,Anonymous
10889,"Whicher, George Frisbie"
1089,"London, Jack"
10890,Cassius Dio Cocceianus
10891,"Young, Egerton Ryerson"
10892,"Haggard, H. Rider (Henry Rider)"
10896,Various
10897,"Blackwood, Algernon"
10898,"Davies, Ebenezer"
10899,"Douglas, O."
109,"Millay, Edna St. Vincent"
1090,"Swift, Jonathan"
10901,"Donnell, Annie Hamilton"
10902,"Jenness, Theodora R. (Theodora Robinson)"
10903,Various
10904,"Standish, Burt L."
10905,"Braddon, M. E. (Mary Elizabeth)"
10906,"Neuray, Fernand"
10907,Livy
10908,United States. War Department
10909,"Hartzenbusch, Juan Eugenio"
1091,"Carlyle, Thomas"
10910,"Le Gallienne, Richard"
10911,"Bennett, Arnold"
10912,Anonymous
10913,"Le Gallienne, Richard"
10914,"Hildebrandt, A. (Alfred)"
10915,"Hawks, Francis L. (Francis Lister)"
10916,"Hall, Mosiah"
10917,"Sapper, Agnes"
10918,"Green, Horace"
1092,"Cambrensis, Giraldus"
10920,"Kingsley, Charles"
10922,"Le Gallienne, Richard"
10923,Various
10924,"Taylor, Bayard"
10926,"Jackson, Helen Hunt"
10927,"Lassila, Maiju"
10928,"Sunity Devee, Maharani of Cooch Behar"
10929,"Ballantyne, R. M. (Robert Michael)"
1093,"James, Henry"
10930,"Bindloss, Harold"
10931,"Bolles, John R. (John Rogers)"
10932,"Palmer, Frederick"
10933,Various
10934,Various
10935,"Lagerlöf, Selma"
10936,"Burnham, Margaret"
10938,"Cooper, James Fenimore"
10939,"Frye, William Edward"
1094,"Marlowe, Christopher"
10940,"Jacob, P. L."
10941,Dante Alighieri
10942,"White, Stewart Edward"
10943,"Futrelle, Jacques"
10944,"Adams, Samuel Hopkins"
10945,"Aytoun, William Edmondstoune"
10946,"Hill, Samuel Charles"
10948,"Stockton, Frank Richard"
10949,"Le Gallienne, Richard"
1095,"Grey, Zane"
10950,Various
10952,Various
10953,"Thiers, Adolphe"
10954,"Burnham, Margaret"
10955,"Sanday, W. (William)"
10956,"Morley, John"
10957,"Hughes, Rupert"
10958,"Lincoln, Jeanie Gould"
10959,"Glyn, Elinor"
1096,"London, Jack"
10960,"Frank, Tenney"
10961,"Lambert Chambers, Mrs."
10962,"Aitken, Edward Hamilton"
10963,"France, Hector"
10964,Various
10965,Anonymous
10966,"Hodgson, William Hope"
10967,"Kreisler, Fritz"
10968,"Woodson, Carter Godwin"
10969,"Furse, Katharine"
1097,"Shaw, Bernard"
10970,"Murray, D. L. (David Leslie)"
10971,"Kieviet, Cornelis Johannes"
10972,"Ward, John"
10973,"Stockton, Frank Richard"
10974,"De Windt, Harry"
10975,"Huygens, Constantijn"
10976,Unknown
10977,"Curwood, James Oliver"
10978,"Burt, Katharine Newlin"
10979,Anonymous
1098,"Tarkington, Booth"
10981,Anonymous
10982,"Flaubert, Gustave"
10983,Anonymous
10984,"Hamsun, Knut"
10985,"Wilderspin, Samuel"
10986,"Chesnutt, Charles W. (Charles Waddell)"
10987,Anonymous
10988,"Moore, Frederick Ferdinand"
10989,Anonymous
1099,"White, Stewart Edward"
10991,"Leighton, Robert"
10992,"Abbott, Jacob"
10995,"Kingsley, Charles"
10996,Unknown
10997,"Osborne, David, Mrs. (Fanny)"
10998,"Bourne, John, C.E."
10999,"Banerjea, S. B."
11,"Carroll, Lewis"
110,"Hardy, Thomas"
1100,"Shakespeare, William"
11000,"Jastrow, Morris"
11001,"Beethoven, Ludwig van"
11002,"Beethoven, Ludwig van"
11003,"Wetterau, John Moncure"
11004,"Wetterau, John Moncure"
11005,"Wetterau, John Moncure"
11006,"Wetterau, John Moncure"
11008,"Ruhl, Arthur"
11009,"Marcantonio, Vito"
1101,"Shakespeare, William"
11010,"Addison, Joseph"
11011,"Aldrich, Mildred"
11012,"Johnson, James Weldon"
11013,"Bryant, William Cullen"
11014,"Smith, Elva Sophronia"
11015,"Picton, J. Allanson (James Allanson)"
11016,"Williamson, C. N. (Charles Norris)"
11017,"Morse, Samuel Finley Breese"
11018,"Morse, Samuel Finley Breese"
11019,"Davis, Richard Harding"
1102,"Shakespeare, William"
11020,"Housman, Laurence"
11022,"Harper, Frances Ellen Watkins"
11023,Unknown
11024,Multatuli
11025,"Kingsley, Charles"
11026,"Kingsley, Charles"
11027,"Grimm, Wilhelm"
11028,"Bayliss, Clara Kern"
11029,"Brinton, Daniel G. (Daniel Garrison)"
1103,"Shakespeare, William"
11030,"Jacobs, Harriet A. (Harriet Ann)"
11031,"Stephen, Leslie"
11033,"Trusta, H."
11035,"Loti, Pierre"
11036,"Lavalley, Gaston"
11037,"Farrère, Claude"
11038,"Tissandier, Gaston"
11039,"Pfeiffer, Ida"
1104,"Shakespeare, William"
11040,"Aleramo, Sibilla"
11041,"Barbour, Ralph Henry"
11042,"Gide, André"
11043,"Cohen, Octavus Roy"
11044,"Fénelon, François de Salignac de La Mothe-"
11045,"Middleton, Richard"
11046,"Massis, Henri"
11047,"Cyr, Ellen M."
11048,"Massart, Jean"
11049,"Balzac, Honoré de"
1105,"Shakespeare, William"
11050,"Crawford, F. Marion (Francis Marion)"
11051,"London, Jack"
11052,"Wharton, Edith"
11053,"Harper, Frances Ellen Watkins"
11054,"Williams, Helen Maria"
11055,"Cheever, Harriet A. (Harriet Anna)"
11056,"Harper, Frances Ellen Watkins"
11057,"Chesnutt, Charles W. (Charles Waddell)"
11058,"Henty, G. A. (George Alfred)"
11059,"Allston, Washington"
1106,"Shakespeare, William"
11060,"France, Anatole"
11061,Various
11062,"Hughes, Rupert"
11063,"Hope, Anthony"
11064,"Kingsley, Charles"
11065,Anonymous
11066,"Porterfield, Allen Wilson"
11067,"Mill, Mrs. (Jean Oliver)"
11068,"Hazlitt, William"
11069,"Barnum, Richard"
1107,"Shakespeare, William"
11070,"Pérez Galdós, Benito"
11071,"Núñez Cabeza de Vaca, Alvar, active 16th century"
11072,Dante Alighieri
11073,Unknown
11074,"Blackwood, Algernon"
11075,"Falke, Gustav"
11076,Various
11077,"Doctorow, Cory"
11078,"Quigley, Dorothy"
11079,"Nevinson, Henry Woodd"
1108,"Shakespeare, William"
11080,"Cicero, Marcus Tullius"
11081,"Arroyo de la Cuesta, Felipe"
11082,"Ainsworth, William Harrison"
11083,Anonymous
11084,"Stuart, Ruth McEnery"
11085,"Whyte-Melville, G. J. (George John)"
11086,"Souttar, Henry Sessions"
11087,Various
11088,"Ainger, Alfred"
11089,"Woodson, Carter Godwin"
1109,"Shakespeare, William"
11090,"Hartness, James"
11091,"Stoddard, John L. (John Lawson)"
11092,Anonymous
11093,"Brand, Max"
11094,Various
11095,"Bonte, Willard"
11096,"Ramakrishna Pillai, T. (Thottakadu)"
11097,"Fenn, George Manville"
11098,Unknown
11099,"Corner, Miss (Julia)"
111,"Stratton-Porter, Gene"
1110,"Shakespeare, William"
11100,"Falckenberg, Richard"
11101,"Coleridge, Samuel Taylor"
11102,"Johnson, Edward A. (Edward Austin)"
11103,Various
11104,"Wharton, Edith"
11105,"Woodworth, Francis C. (Francis Channing)"
11106,"Stockton, Frank Richard"
11107,"Malan, César"
11108,"Falke, Gustav"
11109,Various
1111,"Shakespeare, William"
11110,"Marchant, Bessie"
11111,"Alger, Horatio, Jr."
11112,Various
11113,"Cairns, John"
11114,Various
11115,"Standish, Burt L."
11116,"Knevels, Gertrude"
11117,Various
11118,Various
11119,"Schoolcraft, Henry Rowe"
1112,"Shakespeare, William"
11120,"Tuthill, Cornelia L. (Cornelia Louisa)"
11121,"Edgeworth, Maria"
11122,"Martin, Benj. N. (Benjamin Nicholas)"
11124,"Terry, Jean F. (Jean Finlay)"
11126,"Sweetser, Kate Dickinson"
11127,"Rinehart, Mary Roberts"
11128,"Freeman, R. Austin (Richard Austin)"
11129,Various
1113,"Shakespeare, William"
11130,"Strong, James"
11131,"Maupassant, Guy de"
11132,"Lauer, Philippe"
11133,Various
11134,Various
11135,"Seton, Ernest Thompson"
11136,"Rousseau, Jean-Jacques"
11137,"Steward, Austin"
11138,"Nye, Bill"
11139,"Bang, Herman"
1114,"Shakespeare, William"
11140,"Abbott, Jacob"
11141,"Whitney, A. D. T. (Adeline Dutton Train)"
11142,"Tarrant, W. G. (William George)"
11143,"Porter, Eleanor H. (Eleanor Hodgman)"
11144,"Davis, Richard Harding"
11145,"Langford, Nathaniel Pitt"
11146,"Houghton, Eliza Poor Donner"
11148,Anonymous
11149,Anonymous
1115,"Shakespeare, William"
11150,Anonymous
11151,"Ellis, Edward Sylvester"
11152,"Kivi, Aleksis"
11153,"Hornung, E. W. (Ernest William)"
11154,Various
11155,Various
11156,"Garis, Howard Roger"
11157,Various
11158,Various
11159,Various
1116,"Shakespeare, William"
11160,"Gibbs, J. Arthur (Joseph Arthur)"
11161,"Webster, Henry Kitchell"
11162,"Bannerman, Helen"
11163,"Macaulay, Rose"
11164,"Maggard, James H."
11165,"Chalmers, Margaret Piper"
11166,"Sheldon, Lurana"
11167,"Kincaid, C. A. (Charles Augustus)"
11169,Various
1117,"Shakespeare, William"
11170,Various
11171,"Stowe, Harriet Beecher"
11172,"Drinkwater, John"
11173,Various
11174,"Baldwin, James"
11175,"Maupassant, Guy de"
11176,"Bourgogne, Adrien-Jean-Baptiste-François"
11177,Various
11178,"Maeterlinck, Maurice"
1118,"Shakespeare, William"
11181,"Jacobs, W. W. (William Wymark)"
11182,"Jacobs, W. W. (William Wymark)"
11183,"Jacobs, W. W. (William Wymark)"
11184,"Jacobs, W. W. (William Wymark)"
11185,"Jacobs, W. W. (William Wymark)"
11186,"Jacobs, W. W. (William Wymark)"
11187,"Jacobs, W. W. (William Wymark)"
11188,"Jacobs, W. W. (William Wymark)"
11189,"Jacobs, W. W. (William Wymark)"
1119,"Shakespeare, William"
11190,"Jacobs, W. W. (William Wymark)"
11191,"Jacobs, W. W. (William Wymark)"
11192,"Van Dyke, Henry"
11193,"Betham, Matilda"
11194,"Betham, Matilda"
11195,"Brand, Max"
11196,Various
11197,"Cooke, Marjorie Benton"
11198,"Becker, Carl Heinrich"
11199,"Maupassant, Guy de"
112,"McGowan, Richard"
1120,"Shakespeare, William"
11200,"Bénézet, Louis Paul"
11201,Various
11203,"King, Philip Parker"
11204,"Reeks, H. Caulton (Harry Caulton)"
11205,"Verne, Jules"
11206,"Cominelli, A."
11207,"Conscience, Hendrik"
11208,"Coster, Charles de"
11209,"Conscience, Hendrik"
1121,"Shakespeare, William"
11210,Various
11211,"Lauder, Harry, Sir"
11212,"Curtis, William Eleroy"
11213,"Sherwood, Mrs. (Mary Martha)"
11214,"Webb, Frank J."
11215,"Gent, Thomas"
11216,"Price, Edith Ballinger"
11217,"Glaspell, Susan"
11218,Anonymous
11219,Various
1122,"Shakespeare, William"
11221,"Fisher, Dorothy Canfield"
11222,Various
11223,"Sinclair, Bertrand W."
11224,"Mill, John Stuart"
11225,Various
11226,"Poston, Charles D. (Charles Debrille)"
11227,"Sweetser, Kate Dickinson"
11228,"Chesnutt, Charles W. (Charles Waddell)"
11229,"Shiel, M. P. (Matthew Phipps)"
1123,"Shakespeare, William"
11230,Anonymous
11231,"Melville, Herman"
11232,"Bairnsfather, Bruce"
11233,Various
11234,Various
11235,Various
11236,Various
11237,Anonymous
11238,"Pinchot, Gifford"
11239,"Defoe, Daniel"
1124,"Shakespeare, William"
11240,"Johnston, William"
11241,Anonymous
11242,"Symonds, John Addington"
11243,"Cooper, James Fenimore"
11244,"Hardley, Robert"
11245,Various
11246,Various
11247,"Doyle, Arthur Conan"
11248,"Swedenborg, Emanuel"
11249,"Cody, Sherwin"
1125,"Shakespeare, William"
11250,"Sylvester, Charles Herbert"
11252,"Morrison, Arthur"
11253,"Doddridge, Philip"
11254,"Gray, Thomas"
11255,United States. Work Projects Administration
11256,"Fowler, W. Warde (William Warde)"
11257,"May, Sophie"
11258,Various
11259,"Dowd, Emma C."
1126,"Shakespeare, William"
11260,"Gregory, Lady"
11261,"Vaknin, Samuel"
11262,"Vaknin, Samuel"
11263,"Verne, Jules"
11264,Various
11265,Various
11266,"Jung, Nizamat, Sir"
11267,Various
11268,Anonymous
11269,"Sheldon, Georgie, Mrs."
1127,"Shakespeare, William"
11270,"Zakrzewska, Marie E. (Marie Elizabeth)"
11271,American Anti-Slavery Society
11272,American Anti-Slavery Society
11273,American Anti-Slavery Society
11274,American Anti-Slavery Society
11275,American Anti-Slavery Society
11276,"Fiske, John"
11277,"Budge, E. A. Wallis (Ernest Alfred Wallis), Sir"
11278,"Amfiteatrov, Aleksandr"
11279,"Ade, George"
1128,"Shakespeare, William"
11280,"Holmes, Mary Jane"
11281,Various
11282,Various
11283,"Dunsany, Lord"
11284,Various
11285,"Kuiper, A. C."
11286,"Kielder, G."
11287,"Conscience, Hendrik"
11288,"Lievevrouw-Coopman, M."
11289,"Wells, H. G. (Herbert George)"
1129,"Shakespeare, William"
11290,"Geldart, Thomas, Mrs."
11291,"Zujovic, Jovan"
11292,"Ilić, Dragutin J."
11293,"Wergeland, Henrik Arnold"
11294,"Leino, Eino"
11295,"Canth, Minna"
11296,"Canth, Minna"
11297,"Buffa, John"
11298,"Barker, Edward Harrison"
11299,"Braga, Teófilo"
113,"Burnett, Frances Hodgson"
1130,"Shakespeare, William"
11300,"Maquet, Auguste"
11301,"Gaboriau, Emile"
11302,"Villarino, Basilio"
11303,"Moore, George Augustus"
11304,"Moore, George Augustus"
11305,"Barbarich, Eugenio"
11307,"Zamenhof, L. L. (Ludwik Lejzer)"
11308,Anonymous
11309,"Bangs, John Kendrick"
1131,"Shakespeare, William"
11311,"Altsheler, Joseph A. (Joseph Alexander)"
11312,Various
11313,"McMaster, John Bach"
11315,"Gruelle, Johnny"
11316,Various
11317,Various
11318,"Verne, Jules"
11319,"Gatty, Alfred, Mrs."
1132,"Shakespeare, William"
11320,Various
11321,Various
11322,Various
11323,"Godwin, William"
11324,"Benson, Stella"
11325,"Miller, Alice Duer"
11326,Various
11327,"Mair, G. H. (George Herbert)"
11328,"Curwood, James Oliver"
11329,"Murray, Henry A. (Henry Anthony)"
1133,"Shakespeare, William"
11330,Various
11331,Various
11332,Various
11333,"Colman, Mrs. (Pamela Chandler)"
11335,"Lorentz, H. A. (Hendrik Antoon)"
11336,Various
11337,"Ellis, Edward Sylvester"
11338,Various
11339,Aesop
1134,"Shakespeare, William"
11340,Various
11341,Various
11342,Various
11343,Various
11344,Various
11345,"Krishnamurti, J. (Jiddu)"
11346,"Kingsley, Charles"
11347,Various
11348,Various
11349,"Cable, Boyd"
1135,"Shakespeare, William"
11350,Various
11351,"Lincoln, Joseph Crosby"
11352,"Bernhardi, Friedrich von"
11353,"McPherson, J. H. T. (John Hanson Thomas)"
11354,"Shaw, Bernard"
11355,"Timmermans, Felix"
11356,"Anderton, Thomas"
11357,"Mundy, Talbot"
11358,Various
11359,Various
1136,"Shakespeare, William"
11360,"Bennett, Arnold"
11361,Various
11362,Various
11363,"Hare, Christopher"
11364,"Richardson, Samuel"
11365,"Tilton, George Henry"
11367,"Eberhard, Wolfram"
11368,"Doubleday, Russell"
11369,Various
1137,"Shakespeare, William"
11370,Various
11371,"Gaskell, Elizabeth Cleghorn"
11372,"Oppenheim, James"
11373,"Moffett, Cleveland"
11375,Various
11376,"Besant, Annie"
11377,"Blackwood, Algernon"
11378,Various
11379,"Banks, Nancy Huston"
1138,"Wells, H. G. (Herbert George)"
11380,"Domela Nieuwenhuis, Ferdinand"
11381,"Kingsley, Charles"
11382,Various
11383,Various
11384,Various
11385,Various
11386,Various
11387,Various
11388,Various
11389,Various
1139,"Van Dyke, Henry"
11390,Various
11391,"Allston, Washington"
11393,"Verne, Jules"
11394,"Powell, E. Alexander (Edward Alexander)"
11395,"Ferber, Edna"
11396,"Bang, Herman"
11397,"Johnson, Samuel"
11398,"Yarrow, H. C. (Harry Crécy)"
11399,"Biddulph, J. (John)"
114,"Tenniel, John"
1140,"Carlyle, Thomas"
11400,"O'Brien, Frederick"
11401,Various
11402,"Marshall, Edison"
11403,"Woodhouse, Frederic W."
11404,Various
11405,Various
11406,Various
11407,Various
11408,Various
11409,"Cooper, James Fenimore"
1141,"Wilde, Oscar"
11410,"Holmes, Edric"
11411,Various
11412,Various
11413,"Doyle, Arthur Conan"
11414,"Williams, Albert Rhys"
11415,Various
11416,"Pye, Charles"
11417,"Marie, de France, active 12th century"
11418,"Lynde, Francis"
11419,"Hughes, Rupert"
1142,"Conrad, Joseph"
11420,Various
11421,"Burr, Agnes Rush"
11422,United States. Work Projects Administration
11423,"Thiers, Adolphe"
11424,"Henry, Alice"
11425,Various
11426,"White, Stewart Edward"
11427,"Church, Ella Rodman"
11428,Various
11429,Various
1143,"Conrad, Joseph"
11430,"Louwerse, Pieter"
11431,"Brewer, Ebenezer Cobham"
11432,"Gould, Hannah Flagg"
11433,Various
11434,"Ségur, Sophie, comtesse de"
11436,"Matthews, Brander"
11438,"Blackwood, Algernon"
11439,"Mower, Sarah S."
1144,"James, Henry"
11440,"Dunsany, Lord"
11441,"Xavier, M."
11442,Various
11443,Various
11444,Various
11445,Various
11446,Various
11447,Various
11448,"Collins, W. Lucas (William Lucas)"
11449,"Carey, William"
1145,"Hope, Anthony"
11450,"Maupassant, Guy de"
11451,"Griffiths, Arthur"
11452,Various
11453,"Binet, Alfred"
11454,"Sturge, Joseph"
11455,Various
11456,Various
11457,Various
11458,Various
11459,Various
1146,"Fielding, Henry"
11460,Various
11462,Various
11463,Various
11464,"Robinson, Albert G. (Albert Gardner)"
11465,Various
11466,Various
11467,"Hamel, Hendrik"
11468,"Booth-Tucker, Frederick St. George De Lautour"
11469,"Ralphson, G. Harvey (George Harvey)"
1147,"Fielding, Henry"
11470,"Le Feuvre, Amy"
11471,"Jacobs, W. W. (William Wymark)"
11472,"Jacobs, W. W. (William Wymark)"
11473,"Jacobs, W. W. (William Wymark)"
11474,"Jacobs, W. W. (William Wymark)"
11475,"Jacobs, W. W. (William Wymark)"
11476,"Jacobs, W. W. (William Wymark)"
11477,"Jacobs, W. W. (William Wymark)"
11478,"Jacobs, W. W. (William Wymark)"
11479,"Jacobs, W. W. (William Wymark)"
1148,"Cambrensis, Giraldus"
11480,"Jacobs, W. W. (William Wymark)"
11481,"Jacobs, W. W. (William Wymark)"
11482,"Jacobs, W. W. (William Wymark)"
11483,"Collingwood, Stuart Dodgson"
11484,"Verne, Jules"
11485,United States. Work Projects Administration
11486,Various
11487,Various
11488,"Dryden, John"
11489,"Benezet, Anthony"
1149,"Defoe, Daniel"
11490,"Phillips, Ulrich Bonnell"
11491,Various
11492,"Rovetta, Gerolamo"
11493,"Benson, E. F. (Edward Frederic)"
11494,Anonymous
11495,"Maupassant, Guy de"
11496,"Quiller-Couch, Arthur"
11497,"Rovani, Giuseppe"
11498,Various
11499,"Bain, F. W. (Francis William)"
115,United States. Bureau of the Census
1150,"Saxo, Grammaticus"
11500,"Muls, Jozef"
11501,"Beach, Rex"
11502,"Wells, H. G. (Herbert George)"
11503,"Bacheller, Irving"
11504,"Leacock, Stephen"
11505,"Chesterton, G. K. (Gilbert Keith)"
11506,"Watson, Henry C. (Henry Clay)"
11507,"Potter, Elizabeth Gray"
11508,"Thompson, William"
11509,"Newton, Richard"
11510,"Wood, Andrew Y."
11511,"Defoe, Daniel"
11513,"Bridges, T. C. (Thomas Charles)"
11514,"King, Grace Elizabeth"
11515,Various
11516,Various
11517,"Graves, J. A. (Jackson Alpheus)"
11518,Various
11519,Various
11520,"Dell, Ethel M. (Ethel May)"
11521,"Oliphant, Mrs. (Margaret)"
11522,"Oliver, Stephen"
11523,Various
11524,Various
11525,Various
11526,"Fuller, Margaret"
11528,Various
11529,"Palacio Valdés, Armando"
1153,"Burroughs, Edgar Rice"
11530,Various
11531,"Pardoe, Miss (Julia)"
11532,"Allen, James Lane"
11533,Theocritus
11534,"Wilson, Harry Leon"
11535,"Taylor, Bayard"
11536,"Kingsley, Charles"
11537,Various
11538,Various
11539,Various
1154,"Lofting, Hugh"
11540,Various
11541,Various
11542,Various
11543,Various
11544,United States. Work Projects Administration
11545,"Priest, William"
11546,"Stillman, William James"
11547,"Grinnell, George Bird"
11549,"Prentiss, George Lewis"
1155,"Christie, Agatha"
11550,"Squires, Richard C."
11551,Various
11552,United States. Work Projects Administration
11554,"Chesterton, G. K. (Gilbert Keith)"
11555,"Coulton, Miss"
11556,"Verne, Jules"
11557,"Morley, John"
11558,"Goodrich, Samuel G. (Samuel Griswold)"
11559,"Symonds, John Addington"
1156,"Lewis, Sinclair"
11560,"Chesterton, G. K. (Gilbert Keith)"
11561,"Wright, Mabel Osgood"
11562,"Galton, Francis"
11563,"Havergal, Frances Ridley"
11564,"Bloomfield, Nathaniel"
11565,"Henty, G. A. (George Alfred)"
11566,Various
11567,Various
11568,Various
11569,Various
1157,"Sinclair, Upton"
11570,Various
11571,"Graves, Charles L. (Charles Larcom)"
11572,"McCutcheon, George Barr"
11573,"Cooper, James Fenimore"
11574,"Bennett, John"
11575,Various
11576,"Lamb, Mary"
11577,Various
11578,"Dryden, John"
11579,"Scott, Robert Falcon"
1158,"Tarkington, Booth"
11580,"Jackson, George"
11581,"Lowndes, Marie Belloc"
11582,"Baldwin, James"
11583,"Cooper, Michael D."
11584,"Gibbs, George"
11585,"Sedgwick, Susan Anne Livingston Ridley"
11586,"D'Awans, Robert"
11587,"Pack, Charles Lathrop"
11588,"Gaboriau, Emile"
11589,"Verne, Jules"
1159,"Rohmer, Sax"
11590,"Balch, Thomas"
11591,"Bertens, H."
11593,"Hough, Emerson"
11594,"Stillman, William James"
11595,Anonymous
11596,"Maupassant, Guy de"
11597,"Maupassant, Guy de"
11598,"Reclus, Elisée"
11599,"Hanna, Abigail Stanley"
116,United States
1160,"London, Jack"
11600,"Pardoe, Miss (Julia)"
11601,"Pardoe, Miss (Julia)"
11602,"Ballantyne, R. M. (Robert Michael)"
11603,"Gissing, George"
11604,Various
11605,"Chesterton, G. K. (Gilbert Keith)"
11606,Various
11607,Cassius Dio Cocceianus
11608,"Bell, Lilian"
11609,"Henty, G. A. (George Alfred)"
1161,"London, Jack"
11610,"Le Fanu, Joseph Sheridan"
11611,Various
11612,Various
11613,Various
11614,"Phillips, David Graham"
11615,"Brown, Goold"
11616,Various
11617,Various
11618,"Beers, Henry A. (Henry Augustin)"
11619,Various
1162,"London, Jack"
11620,"Franklin, Miles"
11621,"Ségur, Sophie, comtesse de"
11622,"Twain, Mark"
11623,"Scott, Walter"
11624,"Glyn, Elinor"
11625,"Wilson, Harry Leon"
11626,"Benson, Robert Hugh"
11628,"Gosse, Edmund"
11629,Various
1163,"London, Jack"
11630,Various
11631,Various
11632,"Webster, Thomas"
11633,"Wagner, Richard"
11634,"Wallas, Graham"
11635,"Le Fanu, Joseph Sheridan"
11636,Various
11637,Various
11638,Various
11639,"Cabell, James Branch"
1164,"London, Jack"
11640,"Wells, H. G. (Herbert George)"
11641,"Bennett, Arnold"
11642,"Home, Gordon"
11643,"Trollope, Anthony"
11644,"Barrili, Anton Giulio"
11645,"France, Anatole"
11646,"Morice, Charles"
11647,Various
11648,Various
11649,Various
11650,"Daudet, Alphonse"
11651,Various
11652,Various
11653,Various
11654,"Moore, George Augustus"
11655,"Comfort, Will Levington"
11656,"Doyle, Arthur Conan"
11657,"Espina, Concha"
11660,"Smith, Mabell S. C. (Mabell Shippie Clarke)"
11661,"Peabody, Josephine Preston"
11662,Various
11663,"Reclus, Elisée"
11664,"Frey, Hildegard G."
11665,"Russell, George William Erskine"
11666,"Chesnutt, Charles W. (Charles Waddell)"
11667,"Abbott, Jacob"
11668,"Curwood, James Oliver"
11669,"Romero de Terreros, Manuel, marqués de San Francisco"
1167,"Green, Anna Katharine"
11670,Various
11671,"Stockton, Frank Richard"
11672,"Hecker, Eugene A. (Eugene Arthur)"
11673,"Muir, John"
11674,"Blasco Ibáñez, Vicente"
11675,"Le Gallienne, Richard"
11676,"Schurman, Jacob Gould"
